id,personaje,atuendo,origen,archivo_local,url_fuente_oficial,licencia_o_permiso
ff1-arylon-apariencia_principal,Arylon,Apariencia principal,Final Fantasy I,,https://na.finalfantasy.com/titles/finalfantasy,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-ranger,Galuf Halm Baldesion,Ranger,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-red_mage,Galuf Halm Baldesion,Red Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-samurai,Galuf Halm Baldesion,Samurai,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-summoner,Galuf Halm Baldesion,Summoner,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-thief,Galuf Halm Baldesion,Thief,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-time_mage,Galuf Halm Baldesion,Time Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-white_mage,Galuf Halm Baldesion,White Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-ghido-apariencia_principal,Ghido,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-gilgamesh-apariencia_principal,Gilgamesh,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-hiryuu-apariencia_principal,Hiryuu,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-kelger_vlondett-apariencia_principal,Kelger Vlondett,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-bard,Krile Mayer Baldesion,Bard,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-beastmaster,Krile Mayer Baldesion,Beastmaster,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-berserker,Krile Mayer Baldesion,Berserker,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-black_mage,Krile Mayer Baldesion,Black Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-blue_mage,Krile Mayer Baldesion,Blue Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-cannoneer,Krile Mayer Baldesion,Cannoneer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-chemist,Krile Mayer Baldesion,Chemist,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-dancer,Krile Mayer Baldesion,Dancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-dragoon,Krile Mayer Baldesion,Dragoon,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-freelancer,Krile Mayer Baldesion,Freelancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-geomancer,Krile Mayer Baldesion,Geomancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-gladiator,Krile Mayer Baldesion,Gladiator,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-knight,Krile Mayer Baldesion,Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-mime,Krile Mayer Baldesion,Mime,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-monk,Krile Mayer Baldesion,Monk,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-mystic_knight,Krile Mayer Baldesion,Mystic Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-necromancer,Krile Mayer Baldesion,Necromancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-ninja,Krile Mayer Baldesion,Ninja,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-oracle,Krile Mayer Baldesion,Oracle,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-ranger,Krile Mayer Baldesion,Ranger,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-red_mage,Krile Mayer Baldesion,Red Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-samurai,Krile Mayer Baldesion,Samurai,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-summoner,Krile Mayer Baldesion,Summoner,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-thief,Krile Mayer Baldesion,Thief,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-time_mage,Krile Mayer Baldesion,Time Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-krile_mayer_baldesion-white_mage,Krile Mayer Baldesion,White Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-bard,Lenna Charlotte Tycoon,Bard,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-beastmaster,Lenna Charlotte Tycoon,Beastmaster,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-berserker,Lenna Charlotte Tycoon,Berserker,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-black_mage,Lenna Charlotte Tycoon,Black Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-blue_mage,Lenna Charlotte Tycoon,Blue Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-cannoneer,Lenna Charlotte Tycoon,Cannoneer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-chemist,Lenna Charlotte Tycoon,Chemist,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-dancer,Lenna Charlotte Tycoon,Dancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-dragoon,Lenna Charlotte Tycoon,Dragoon,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-freelancer,Lenna Charlotte Tycoon,Freelancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-geomancer,Lenna Charlotte Tycoon,Geomancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-gladiator,Lenna Charlotte Tycoon,Gladiator,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-knight,Lenna Charlotte Tycoon,Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-mime,Lenna Charlotte Tycoon,Mime,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-monk,Lenna Charlotte Tycoon,Monk,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-mystic_knight,Lenna Charlotte Tycoon,Mystic Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-necromancer,Lenna Charlotte Tycoon,Necromancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-ninja,Lenna Charlotte Tycoon,Ninja,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-oracle,Lenna Charlotte Tycoon,Oracle,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-ranger,Lenna Charlotte Tycoon,Ranger,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-red_mage,Lenna Charlotte Tycoon,Red Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-samurai,Lenna Charlotte Tycoon,Samurai,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-summoner,Lenna Charlotte Tycoon,Summoner,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-thief,Lenna Charlotte Tycoon,Thief,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-time_mage,Lenna Charlotte Tycoon,Time Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-lenna_charlotte_tycoon-white_mage,Lenna Charlotte Tycoon,White Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-mid_previa-apariencia_principal,Mid Previa,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-syldra-apariencia_principal,Syldra,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-xezat_matias_surgate-apariencia_principal,Xezat Matias Surgate,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff6-alexander-apariencia_principal,Alexander,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-arvis-apariencia_principal,Arvis,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-bahamut-apariencia_principal,Bahamut,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-banon-apariencia_principal,Banon,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-baram-apariencia_principal,Baram,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-biggs-apariencia_principal,Biggs,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-bismarck-apariencia_principal,Bismarck,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-cait_sith-apariencia_principal,Cait Sith,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-catoblepas-apariencia_principal,Catoblepas,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-celes_chere-uniforme_de_general_imperial,Celes Chere,Uniforme de general imperial,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-celes_chere-vestido_de_maria_opera,Celes Chere,Vestido de Maria (ópera),Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-cid_del_norte_marguez-apariencia_principal,Cid del Norte Marguez,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-crusader-apariencia_principal,Crusader,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-cyan_garamonde-apariencia_principal,Cyan Garamonde,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-daryl-apariencia_principal,Daryl,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-deathgaze-apariencia_principal,Deathgaze,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-doom-apariencia_principal,Doom,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-duane-apariencia_principal,Duane,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-duncan-apariencia_principal,Duncan,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-edgar_roni_figaro-apariencia_principal,Edgar Roni Figaro,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-emperor_gestahl-apariencia_principal,Emperor Gestahl,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-fenrir-apariencia_principal,Fenrir,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-gau-apariencia_principal,Gau,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-general_leo-apariencia_principal,General Leo,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-goddess-apariencia_principal,Goddess,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-gogo-apariencia_principal,Gogo,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-golem-apariencia_principal,Golem,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-ifrit-apariencia_principal,Ifrit,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-interceptor-apariencia_principal,Interceptor,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-katarin-apariencia_principal,Katarin,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-kefka_palazzo-apariencia_principal,Kefka Palazzo,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-kirin-apariencia_principal,Kirin,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-lakshmi-apariencia_principal,Lakshmi,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-locke_cole-apariencia_principal,Locke Cole,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-locke_cole-disfraz_de_mercader,Locke Cole,Disfraz de mercader,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-locke_cole-uniforme_de_soldado_imperial,Locke Cole,Uniforme de soldado imperial,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-lone_wolf-apariencia_principal,Lone Wolf,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-madonna-apariencia_principal,Madonna,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-maduin-apariencia_principal,Maduin,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-mog-apariencia_principal,Mog,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-phantom-apariencia_principal,Phantom,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-phantom_train-apariencia_principal,Phantom Train,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-phunbaba-apariencia_principal,Phunbaba,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-poltergeist-apariencia_principal,Poltergeist,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-quetzali-apariencia_principal,Quetzali,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-rachel-apariencia_principal,Rachel,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-ragnarok-apariencia_principal,Ragnarok,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-raiden-apariencia_principal,Raiden,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-ramuh-apariencia_principal,Ramuh,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-relm_arrowny-apariencia_principal,Relm Arrowny,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-sabin_rene_figaro-apariencia_principal,Sabin René Figaro,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-seraphim-apariencia_principal,Seraphim,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-setzer_gabbiani-apariencia_principal,Setzer Gabbiani,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-shadow-apariencia_principal,Shadow,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-shiva-apariencia_principal,Shiva,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-siren-apariencia_principal,Siren,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-strago_magus-apariencia_principal,Strago Magus,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-terra_branford-forma_de_esper,Terra Branford,Forma de esper,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-terra_branford-forma_humana,Terra Branford,Forma humana,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-terrato-apariencia_principal,Terrato,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-typhon-apariencia_principal,Typhon,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-ultima_weapon-apariencia_principal,Ultima Weapon,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-ultros-apariencia_principal,Ultros,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-umaro-apariencia_principal,Umaro,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-unicorn-apariencia_principal,Unicorn,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-valigarmanda-apariencia_principal,Valigarmanda,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-wedge-apariencia_principal,Wedge,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-wrexsoul-apariencia_principal,Wrexsoul,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-yura-apariencia_principal,Yura,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff6-zoneseeker-apariencia_principal,Zoneseeker,Apariencia principal,Final Fantasy VI,,https://na.finalfantasy.com/titles/finalfantasy6,uso personal; verificar antes de redistribuir
ff7-aerith_gainsborough-diseno_original_de_final_fantasy_vii,Aerith Gainsborough,Diseño original de Final Fantasy VII,Final Fantasy VII,,https://finalfantasy.fandom.com/wiki/Final_Fantasy_VII_Rebirth_outfits,uso personal; verificar antes de redistribuir
ff7-aerith_gainsborough-floral_delight,Aerith Gainsborough,Floral Delight,Final Fantasy VII,,https://finalfantasy.fandom.com/wiki/Final_Fantasy_VII_Rebirth_outfits,uso personal; verificar antes de redistribuir
